IDEN;CLASS;AGE;SEX;SURV
P1164;3;1;0;0
P1165;3;1;0;0
P1166;3;1;0;0
P1167;3;1;0;0
P1168;3;1;0;0
P1169;3;1;0;0
P1170;3;1;0;0
P1171;3;1;0;0
P1172;3;1;0;0
P1173;3;1;0;0
P1174;3;1;0;0
P1175;3;1;0;0
P1176;3;1;0;0
P1177;3;1;0;0
P1178;3;1;0;0
P1179;3;1;0;0
P1180;3;1;0;0
P1181;3;1;0;0
P1182;3;1;0;0
P1183;3;1;0;0
P1184;3;1;0;0
P1185;3;1;0;0
P1186;3;1;0;0
P1187;3;1;0;0
P1188;3;1;0;0
P1189;3;1;0;0
P1190;3;1;0;0
P1191;3;1;0;0
P1192;3;1;0;0
P1193;3;1;0;0
P1194;3;1;0;0
P1195;3;1;0;0
P1196;3;1;0;0
P1197;3;1;0;0
P1198;3;1;0;0
P1199;3;1;0;0
P1200;3;1;0;0
P1201;3;1;0;0
P1202;3;1;0;0
P1203;3;1;0;0
P1204;3;1;0;0
P1205;3;1;0;0
P1206;3;1;0;0
P1207;3;1;0;0
P1208;3;1;0;0
P1209;3;1;0;0
P1210;3;1;0;0
P1211;3;1;0;0
P1212;3;1;0;0
P1213;3;1;0;0
P1214;3;1;0;0
P1215;3;1;0;0
P1216;3;1;0;0
P1217;3;1;0;0
P1218;3;1;0;0
P1219;3;1;0;0
P1220;3;1;0;0
P1221;3;1;0;0
P1222;3;1;0;0
P1223;3;1;0;0
P1224;3;1;0;0
P1225;3;1;0;0
P1226;3;1;0;0
P1227;3;1;0;0
P1228;3;1;0;0
P1229;3;1;0;0
P1230;3;1;0;0
P1231;3;1;0;0
P1232;3;1;0;0
P1233;3;1;0;0
P1234;3;1;0;0
P1235;3;1;0;0
P1236;3;1;0;0
P1237;3;1;0;0
P1238;3;0;1;1
P1239;3;0;1;1
P1240;3;0;1;1
P1241;3;0;1;1
P1242;3;0;1;1
P1243;3;0;1;1
P1244;3;0;1;1
P1245;3;0;1;1
P1246;3;0;1;1
P1247;3;0;1;1
P1248;3;0;1;1
P1249;3;0;1;1
P1250;3;0;1;1
P1251;3;0;1;0
P1252;3;0;1;0
P1253;3;0;1;0
P1254;3;0;1;0
P1255;3;0;1;0
P1256;3;0;1;0
P1257;3;0;1;0
P1258;3;0;1;0
P1259;3;0;1;0
P1260;3;0;1;0
P1261;3;0;1;0
P1262;3;0;1;0
P1263;3;0;1;0
P1264;3;0;1;0
P1265;3;0;1;0
P1266;3;0;1;0
P1267;3;0;1;0
P1268;3;0;1;0
P1269;3;0;1;0
P1270;3;0;1;0
P1271;3;0;1;0
P1272;3;0;1;0
P1273;3;0;1;0
P1274;3;0;1;0
P1275;3;0;1;0
P1276;3;0;1;0
P1277;3;0;1;0
P1278;3;0;1;0
P1279;3;0;1;0
P1280;3;0;1;0
P1281;3;0;1;0
P1282;3;0;1;0
P1283;3;0;1;0
P1284;3;0;1;0
P1285;3;0;1;0
P1286;3;0;0;1
P1287;3;0;0;1
P1288;3;0;0;1
P1289;3;0;0;1
P1290;3;0;0;1
P1291;3;0;0;1
P1292;3;0;0;1
P1293;3;0;0;1
P1294;3;0;0;1
P1295;3;0;0;1
P1296;3;0;0;1
P1297;3;0;0;1
P1298;3;0;0;1
P1299;3;0;0;1
P1300;3;0;0;0
P1301;3;0;0;0
P1302;3;0;0;0
P1303;3;0;0;0
P1304;3;0;0;0
P1305;3;0;0;0
P1306;3;0;0;0
P1307;3;0;0;0
P1308;3;0;0;0
P1309;3;0;0;0
P1310;3;0;0;0
P1311;3;0;0;0
P1312;3;0;0;0
P1313;3;0;0;0
P1314;3;0;0;0
P1315;3;0;0;0
P1316;3;0;0;0
P1317;0;1;1;1
P1318;0;1;1;1
P1319;0;1;1;1
P1320;0;1;1;1
P1321;0;1;1;1
P1322;0;1;1;1
P1323;0;1;1;1
P1324;0;1;1;1
P1325;0;1;1;1
P1326;0;1;1;1
P1327;0;1;1;1
P1328;0;1;1;1
P1329;0;1;1;1
P1330;0;1;1;1
P1331;0;1;1;1
P1332;0;1;1;1
P1333;0;1;1;1
P1334;0;1;1;1
P1335;0;1;1;1
P1336;0;1;1;1
P1337;0;1;1;1
P1338;0;1;1;1
P1339;0;1;1;1
P1340;0;1;1;1
P1341;0;1;1;1
P1342;0;1;1;1
P1343;0;1;1;1
P1344;0;1;1;1
P1345;0;1;1;1
P1346;0;1;1;1
P1347;0;1;1;1
P1348;0;1;1;1
P1349;0;1;1;1
P1350;0;1;1;1
P1351;0;1;1;1
P1352;0;1;1;1
P1353;0;1;1;1
P1354;0;1;1;1
P1355;0;1;1;1
P1356;0;1;1;1
P1357;0;1;1;1
P1358;0;1;1;1
P1359;0;1;1;1
P1360;0;1;1;1
P1361;0;1;1;1
P1362;0;1;1;1
P1363;0;1;1;1
P1364;0;1;1;1
P1365;0;1;1;1
P1366;0;1;1;1
P1367;0;1;1;1
P1368;0;1;1;1
P1369;0;1;1;1
P1370;0;1;1;1
P1371;0;1;1;1
P1372;0;1;1;1
P1373;0;1;1;1
P1374;0;1;1;1
P1375;0;1;1;1
P1376;0;1;1;1
P1377;0;1;1;1
P1378;0;1;1;1
P1379;0;1;1;1
P1380;0;1;1;1
P1381;0;1;1;1
P1382;0;1;1;1
P1383;0;1;1;1
P1384;0;1;1;1
P1385;0;1;1;1
P1386;0;1;1;1
P1387;0;1;1;1
P1388;0;1;1;1
P1389;0;1;1;1
P1390;0;1;1;1
P1391;0;1;1;1
P1392;0;1;1;1
P1393;0;1;1;1
P1394;0;1;1;1
P1395;0;1;1;1
P1396;0;1;1;1
P1397;0;1;1;1
P1398;0;1;1;1
P1399;0;1;1;1
P1400;0;1;1;1
P1401;0;1;1;1
P1402;0;1;1;1
P1403;0;1;1;1
P1404;0;1;1;1
P1405;0;1;1;1
P1406;0;1;1;1
P1407;0;1;1;1
P1408;0;1;1;1
P1409;0;1;1;1
P1410;0;1;1;1
P1411;0;1;1;1
P1412;0;1;1;1
P1413;0;1;1;1
P1414;0;1;1;1
P1415;0;1;1;1
P1416;0;1;1;1
P1417;0;1;1;1
P1418;0;1;1;1
P1419;0;1;1;1
P1420;0;1;1;1
P1421;0;1;1;1
P1422;0;1;1;1
P1423;0;1;1;1
P1424;0;1;1;1
P1425;0;1;1;1
P1426;0;1;1;1
P1427;0;1;1;1
P1428;0;1;1;1
P1429;0;1;1;1
P1430;0;1;1;1
P1431;0;1;1;1
P1432;0;1;1;1
P1433;0;1;1;1
P1434;0;1;1;1
P1435;0;1;1;1
P1436;0;1;1;1
P1437;0;1;1;1
P1438;0;1;1;1
P1439;0;1;1;1
P1440;0;1;1;1
P1441;0;1;1;1
P1442;0;1;1;1
P1443;0;1;1;1
P1444;0;1;1;1
P1445;0;1;1;1
P1446;0;1;1;1
P1447;0;1;1;1
P1448;0;1;1;1
P1449;0;1;1;1
P1450;0;1;1;1
P1451;0;1;1;1
P1452;0;1;1;1
P1453;0;1;1;1
P1454;0;1;1;1
P1455;0;1;1;1
P1456;0;1;1;1
P1457;0;1;1;1
P1458;0;1;1;1
P1459;0;1;1;1
P1460;0;1;1;1
P1461;0;1;1;1
P1462;0;1;1;1
P1463;0;1;1;1
P1464;0;1;1;1
P1465;0;1;1;1
P1466;0;1;1;1
P1467;0;1;1;1
P1468;0;1;1;1
P1469;0;1;1;1
P1470;0;1;1;1
P1471;0;1;1;1
P1472;0;1;1;1
P1473;0;1;1;1
P1474;0;1;1;1
P1475;0;1;1;1
P1476;0;1;1;1
P1477;0;1;1;1
P1478;0;1;1;1
P1479;0;1;1;1
P1480;0;1;1;1
P1481;0;1;1;1
P1482;0;1;1;1
P1483;0;1;1;1
P1484;0;1;1;1
P1485;0;1;1;1
P1486;0;1;1;1
P1487;0;1;1;1
P1488;0;1;1;1
P1489;0;1;1;1
P1490;0;1;1;1
P1491;0;1;1;1
P1492;0;1;1;1
P1493;0;1;1;1
P1494;0;1;1;1
P1495;0;1;1;1
P1496;0;1;1;1
P1497;0;1;1;1
P1498;0;1;1;1
P1499;0;1;1;1
P1500;0;1;1;1
P1501;0;1;1;1
P1502;0;1;1;1
P1503;0;1;1;1
P1504;0;1;1;1
P1505;0;1;1;1
P1506;0;1;1;1
P1507;0;1;1;1
P1508;0;1;1;1
P1509;0;1;1;0
P1510;0;1;1;0
P1511;0;1;1;0
P1512;0;1;1;0
P1513;0;1;1;0
P1514;0;1;1;0
P1515;0;1;1;0
P1516;0;1;1;0
P1517;0;1;1;0
P1518;0;1;1;0
P1519;0;1;1;0
P1520;0;1;1;0
P1521;0;1;1;0
P1522;0;1;1;0
P1523;0;1;1;0
P1524;0;1;1;0
P1525;0;1;1;0
P1526;0;1;1;0
P1527;0;1;1;0
P1528;0;1;1;0
P1529;0;1;1;0
P1530;0;1;1;0
P1531;0;1;1;0
P1532;0;1;1;0
P1533;0;1;1;0
P1534;0;1;1;0
P1535;0;1;1;0
P1536;0;1;1;0
P1537;0;1;1;0
P1538;0;1;1;0
P1539;0;1;1;0
P1540;0;1;1;0
P1541;0;1;1;0
P1542;0;1;1;0
P1543;0;1;1;0
P1544;0;1;1;0
P1545;0;1;1;0
P1546;0;1;1;0
P1547;0;1;1;0
P1548;0;1;1;0
P1549;0;1;1;0
P1550;0;1;1;0
P1551;0;1;1;0
P1552;0;1;1;0
P1553;0;1;1;0
P1554;0;1;1;0
P1555;0;1;1;0
P1556;0;1;1;0
P1557;0;1;1;0
P1558;0;1;1;0
P1559;0;1;1;0
P1560;0;1;1;0
P1561;0;1;1;0
P1562;0;1;1;0
P1563;0;1;1;0
P1564;0;1;1;0
P1565;0;1;1;0
P1566;0;1;1;0
P1567;0;1;1;0
P1568;0;1;1;0
P1569;0;1;1;0
P1570;0;1;1;0
P1571;0;1;1;0
P1572;0;1;1;0
P1573;0;1;1;0
P1574;0;1;1;0
P1575;0;1;1;0
P1576;0;1;1;0
P1577;0;1;1;0
P1578;0;1;1;0
P1579;0;1;1;0
P1580;0;1;1;0
P1581;0;1;1;0
P1582;0;1;1;0
P1583;0;1;1;0
P1584;0;1;1;0
P1585;0;1;1;0
P1586;0;1;1;0
P1587;0;1;1;0
P1588;0;1;1;0
P1589;0;1;1;0
P1590;0;1;1;0
P1591;0;1;1;0
P1592;0;1;1;0
P1593;0;1;1;0
P1594;0;1;1;0
P1595;0;1;1;0
P1596;0;1;1;0
P1597;0;1;1;0
P1598;0;1;1;0
P1599;0;1;1;0
P1600;0;1;1;0
P1601;0;1;1;0
P1602;0;1;1;0
P1603;0;1;1;0
P1604;0;1;1;0
P1605;0;1;1;0
P1606;0;1;1;0
P1607;0;1;1;0
P1608;0;1;1;0
P1609;0;1;1;0
P1610;0;1;1;0
P1611;0;1;1;0
P1612;0;1;1;0
P1613;0;1;1;0
P1614;0;1;1;0
P1615;0;1;1;0
P1616;0;1;1;0
P1617;0;1;1;0
P1618;0;1;1;0
P1619;0;1;1;0
P1620;0;1;1;0
P1621;0;1;1;0
P1622;0;1;1;0
P1623;0;1;1;0
P1624;0;1;1;0
P1625;0;1;1;0
P1626;0;1;1;0
P1627;0;1;1;0
P1628;0;1;1;0
P1629;0;1;1;0
P1630;0;1;1;0
P1631;0;1;1;0
P1632;0;1;1;0
P1633;0;1;1;0
P1634;0;1;1;0
P1635;0;1;1;0
P1636;0;1;1;0
P1637;0;1;1;0
P1638;0;1;1;0
P1639;0;1;1;0
P1640;0;1;1;0
P1641;0;1;1;0
P1642;0;1;1;0
P1643;0;1;1;0
P1644;0;1;1;0
P1645;0;1;1;0
P1646;0;1;1;0
P1647;0;1;1;0
P1648;0;1;1;0
P1649;0;1;1;0
P1650;0;1;1;0
P1651;0;1;1;0
P1652;0;1;1;0
P1653;0;1;1;0
P1654;0;1;1;0
P1655;0;1;1;0
P1656;0;1;1;0
P1657;0;1;1;0
P1658;0;1;1;0
P1659;0;1;1;0
P1660;0;1;1;0
P1661;0;1;1;0
P1662;0;1;1;0
P1663;0;1;1;0
P1664;0;1;1;0
P1665;0;1;1;0
P1666;0;1;1;0
P1667;0;1;1;0
P1668;0;1;1;0
P1669;0;1;1;0
P1670;0;1;1;0
P1671;0;1;1;0
P1672;0;1;1;0
P1673;0;1;1;0
P1674;0;1;1;0
P1675;0;1;1;0
P1676;0;1;1;0
P1677;0;1;1;0
P1678;0;1;1;0
P1679;0;1;1;0
P1680;0;1;1;0
P1681;0;1;1;0
P1682;0;1;1;0
P1683;0;1;1;0
P1684;0;1;1;0
P1685;0;1;1;0
P1686;0;1;1;0
P1687;0;1;1;0
P1688;0;1;1;0
P1689;0;1;1;0
P1690;0;1;1;0
P1691;0;1;1;0
P1692;0;1;1;0
P1693;0;1;1;0
P1694;0;1;1;0
P1695;0;1;1;0
P1696;0;1;1;0
P1697;0;1;1;0
P1698;0;1;1;0
P1699;0;1;1;0
P1700;0;1;1;0
P1701;0;1;1;0
P1702;0;1;1;0
P1703;0;1;1;0
P1704;0;1;1;0
P1705;0;1;1;0
P1706;0;1;1;0
P1707;0;1;1;0
P1708;0;1;1;0
P1709;0;1;1;0
P1710;0;1;1;0
P1711;0;1;1;0
P1712;0;1;1;0
P1713;0;1;1;0
P1714;0;1;1;0
P1715;0;1;1;0
P1716;0;1;1;0
P1717;0;1;1;0
P1718;0;1;1;0
P1719;0;1;1;0
P1720;0;1;1;0
P1721;0;1;1;0
P1722;0;1;1;0
P1723;0;1;1;0
P1724;0;1;1;0
P1725;0;1;1;0
P1726;0;1;1;0
P1727;0;1;1;0
P1728;0;1;1;0
P1729;0;1;1;0
P1730;0;1;1;0
P1731;0;1;1;0
P1732;0;1;1;0
P1733;0;1;1;0
P1734;0;1;1;0
P1735;0;1;1;0
P1736;0;1;1;0
P1737;0;1;1;0
P1738;0;1;1;0
P1739;0;1;1;0
P1740;0;1;1;0
P1741;0;1;1;0
P1742;0;1;1;0
P1743;0;1;1;0
P1744;0;1;1;0
P1745;0;1;1;0
P1746;0;1;1;0
P1747;0;1;1;0
P1748;0;1;1;0
P1749;0;1;1;0
P1750;0;1;1;0
P1751;0;1;1;0
P1752;0;1;1;0
P1753;0;1;1;0
P1754;0;1;1;0
P1755;0;1;1;0
P1756;0;1;1;0
P1757;0;1;1;0
P1758;0;1;1;0
P1759;0;1;1;0
P1760;0;1;1;0
P1761;0;1;1;0
P1762;0;1;1;0
P1763;0;1;1;0
P1764;0;1;1;0
P1765;0;1;1;0
P1766;0;1;1;0
P1767;0;1;1;0
P1768;0;1;1;0
P1769;0;1;1;0
P1770;0;1;1;0
P1771;0;1;1;0
P1772;0;1;1;0
P1773;0;1;1;0
P1774;0;1;1;0
P1775;0;1;1;0
P1776;0;1;1;0
P1777;0;1;1;0
P1778;0;1;1;0
P1779;0;1;1;0
P1780;0;1;1;0
P1781;0;1;1;0
P1782;0;1;1;0
P1783;0;1;1;0
P1784;0;1;1;0
P1785;0;1;1;0
P1786;0;1;1;0
P1787;0;1;1;0
P1788;0;1;1;0
P1789;0;1;1;0
P1790;0;1;1;0
P1791;0;1;1;0
P1792;0;1;1;0
P1793;0;1;1;0
P1794;0;1;1;0
P1795;0;1;1;0
P1796;0;1;1;0
P1797;0;1;1;0
P1798;0;1;1;0
P1799;0;1;1;0
P1800;0;1;1;0
P1801;0;1;1;0
P1802;0;1;1;0
P1803;0;1;1;0
P1804;0;1;1;0
P1805;0;1;1;0
P1806;0;1;1;0
P1807;0;1;1;0
P1808;0;1;1;0
P1809;0;1;1;0
P1810;0;1;1;0
P1811;0;1;1;0
P1812;0;1;1;0
P1813;0;1;1;0
P1814;0;1;1;0
P1815;0;1;1;0
P1816;0;1;1;0
P1817;0;1;1;0
P1818;0;1;1;0
P1819;0;1;1;0
P1820;0;1;1;0
P1821;0;1;1;0
P1822;0;1;1;0
P1823;0;1;1;0
P1824;0;1;1;0
P1825;0;1;1;0
P1826;0;1;1;0
P1827;0;1;1;0
P1828;0;1;1;0
P1829;0;1;1;0
P1830;0;1;1;0
P1831;0;1;1;0
P1832;0;1;1;0
P1833;0;1;1;0
P1834;0;1;1;0
P1835;0;1;1;0
P1836;0;1;1;0
P1837;0;1;1;0
P1838;0;1;1;0
P1839;0;1;1;0
P1840;0;1;1;0
P1841;0;1;1;0
P1842;0;1;1;0
P1843;0;1;1;0
P1844;0;1;1;0
P1845;0;1;1;0
P1846;0;1;1;0
P1847;0;1;1;0
P1848;0;1;1;0
P1849;0;1;1;0
P1850;0;1;1;0
P1851;0;1;1;0
P1852;0;1;1;0
P1853;0;1;1;0
P1854;0;1;1;0
P1855;0;1;1;0
P1856;0;1;1;0
P1857;0;1;1;0
P1858;0;1;1;0
P1859;0;1;1;0
P1860;0;1;1;0
P1861;0;1;1;0
P1862;0;1;1;0
P1863;0;1;1;0
P1864;0;1;1;0
P1865;0;1;1;0
P1866;0;1;1;0
P1867;0;1;1;0
P1868;0;1;1;0
P1869;0;1;1;0
P1870;0;1;1;0
P1871;0;1;1;0
P1872;0;1;1;0
P1873;0;1;1;0
P1874;0;1;1;0
P1875;0;1;1;0
P1876;0;1;1;0
P1877;0;1;1;0
P1878;0;1;1;0
P1879;0;1;1;0
P1880;0;1;1;0
P1881;0;1;1;0
P1882;0;1;1;0
P1883;0;1;1;0
P1884;0;1;1;0
P1885;0;1;1;0
P1886;0;1;1;0
P1887;0;1;1;0
P1888;0;1;1;0
P1889;0;1;1;0
P1890;0;1;1;0
P1891;0;1;1;0
P1892;0;1;1;0
P1893;0;1;1;0
P1894;0;1;1;0
P1895;0;1;1;0
P1896;0;1;1;0
P1897;0;1;1;0
P1898;0;1;1;0
P1899;0;1;1;0
P1900;0;1;1;0
P1901;0;1;1;0
P1902;0;1;1;0
P1903;0;1;1;0
P1904;0;1;1;0
P1905;0;1;1;0
P1906;0;1;1;0
P1907;0;1;1;0
P1908;0;1;1;0
P1909;0;1;1;0
P1910;0;1;1;0
P1911;0;1;1;0
P1912;0;1;1;0
P1913;0;1;1;0
P1914;0;1;1;0
P1915;0;1;1;0
P1916;0;1;1;0
P1917;0;1;1;0
P1918;0;1;1;0
P1919;0;1;1;0
P1920;0;1;1;0
P1921;0;1;1;0
P1922;0;1;1;0
P1923;0;1;1;0
P1924;0;1;1;0
P1925;0;1;1;0
P1926;0;1;1;0
P1927;0;1;1;0
P1928;0;1;1;0
P1929;0;1;1;0
P1930;0;1;1;0
P1931;0;1;1;0
P1932;0;1;1;0
P1933;0;1;1;0
P1934;0;1;1;0
P1935;0;1;1;0
P1936;0;1;1;0
P1937;0;1;1;0
P1938;0;1;1;0
P1939;0;1;1;0
P1940;0;1;1;0
P1941;0;1;1;0
P1942;0;1;1;0
P1943;0;1;1;0
P1944;0;1;1;0
P1945;0;1;1;0
P1946;0;1;1;0
P1947;0;1;1;0
P1948;0;1;1;0
P1949;0;1;1;0
P1950;0;1;1;0
P1951;0;1;1;0
P1952;0;1;1;0
P1953;0;1;1;0
P1954;0;1;1;0
P1955;0;1;1;0
P1956;0;1;1;0
P1957;0;1;1;0
P1958;0;1;1;0
P1959;0;1;1;0
P1960;0;1;1;0
P1961;0;1;1;0
P1962;0;1;1;0
P1963;0;1;1;0
P1964;0;1;1;0
P1965;0;1;1;0
P1966;0;1;1;0
P1967;0;1;1;0
P1968;0;1;1;0
P1969;0;1;1;0
P1970;0;1;1;0
P1971;0;1;1;0
P1972;0;1;1;0
P1973;0;1;1;0
P1974;0;1;1;0
P1975;0;1;1;0
P1976;0;1;1;0
P1977;0;1;1;0
P1978;0;1;1;0
P1979;0;1;1;0
P1980;0;1;1;0
P1981;0;1;1;0
P1982;0;1;1;0
P1983;0;1;1;0
P1984;0;1;1;0
P1985;0;1;1;0
P1986;0;1;1;0
P1987;0;1;1;0
P1988;0;1;1;0
P1989;0;1;1;0
P1990;0;1;1;0
P1991;0;1;1;0
P1992;0;1;1;0
P1993;0;1;1;0
P1994;0;1;1;0
P1995;0;1;1;0
P1996;0;1;1;0
P1997;0;1;1;0
P1998;0;1;1;0
P1999;0;1;1;0
P2000;0;1;1;0
P2001;0;1;1;0
P2002;0;1;1;0
P2003;0;1;1;0
P2004;0;1;1;0
P2005;0;1;1;0
P2006;0;1;1;0
P2007;0;1;1;0
P2008;0;1;1;0
P2009;0;1;1;0
P2010;0;1;1;0
P2011;0;1;1;0
P2012;0;1;1;0
P2013;0;1;1;0
P2014;0;1;1;0
P2015;0;1;1;0
P2016;0;1;1;0
P2017;0;1;1;0
P2018;0;1;1;0
P2019;0;1;1;0
P2020;0;1;1;0
P2021;0;1;1;0
P2022;0;1;1;0
P2023;0;1;1;0
P2024;0;1;1;0
P2025;0;1;1;0
P2026;0;1;1;0
P2027;0;1;1;0
P2028;0;1;1;0
P2029;0;1;1;0
P2030;0;1;1;0
P2031;0;1;1;0
P2032;0;1;1;0
P2033;0;1;1;0
P2034;0;1;1;0
P2035;0;1;1;0
P2036;0;1;1;0
P2037;0;1;1;0
P2038;0;1;1;0
P2039;0;1;1;0
P2040;0;1;1;0
P2041;0;1;1;0
P2042;0;1;1;0
P2043;0;1;1;0
P2044;0;1;1;0
P2045;0;1;1;0
P2046;0;1;1;0
P2047;0;1;1;0
P2048;0;1;1;0
P2049;0;1;1;0
P2050;0;1;1;0
P2051;0;1;1;0
P2052;0;1;1;0
P2053;0;1;1;0
P2054;0;1;1;0
P2055;0;1;1;0
P2056;0;1;1;0
P2057;0;1;1;0
P2058;0;1;1;0
P2059;0;1;1;0
P2060;0;1;1;0
P2061;0;1;1;0
P2062;0;1;1;0
P2063;0;1;1;0
P2064;0;1;1;0
P2065;0;1;1;0
P2066;0;1;1;0
P2067;0;1;1;0
P2068;0;1;1;0
P2069;0;1;1;0
P2070;0;1;1;0
P2071;0;1;1;0
P2072;0;1;1;0
P2073;0;1;1;0
P2074;0;1;1;0
P2075;0;1;1;0
P2076;0;1;1;0
P2077;0;1;1;0
P2078;0;1;1;0
P2079;0;1;1;0
P2080;0;1;1;0
P2081;0;1;1;0
P2082;0;1;1;0
P2083;0;1;1;0
P2084;0;1;1;0
P2085;0;1;1;0
P2086;0;1;1;0
P2087;0;1;1;0
P2088;0;1;1;0
P2089;0;1;1;0
P2090;0;1;1;0
P2091;0;1;1;0
P2092;0;1;1;0
P2093;0;1;1;0
P2094;0;1;1;0
P2095;0;1;1;0
P2096;0;1;1;0
P2097;0;1;1;0
P2098;0;1;1;0
P2099;0;1;1;0
P2100;0;1;1;0
P2101;0;1;1;0
P2102;0;1;1;0
P2103;0;1;1;0
P2104;0;1;1;0
P2105;0;1;1;0
P2106;0;1;1;0
P2107;0;1;1;0
P2108;0;1;1;0
P2109;0;1;1;0
P2110;0;1;1;0
P2111;0;1;1;0
P2112;0;1;1;0
P2113;0;1;1;0
P2114;0;1;1;0
P2115;0;1;1;0
P2116;0;1;1;0
P2117;0;1;1;0
P2118;0;1;1;0
P2119;0;1;1;0
P2120;0;1;1;0
P2121;0;1;1;0
P2122;0;1;1;0
P2123;0;1;1;0
P2124;0;1;1;0
P2125;0;1;1;0
P2126;0;1;1;0
P2127;0;1;1;0
P2128;0;1;1;0
P2129;0;1;1;0
P2130;0;1;1;0
P2131;0;1;1;0
P2132;0;1;1;0
P2133;0;1;1;0
P2134;0;1;1;0
P2135;0;1;1;0
P2136;0;1;1;0
P2137;0;1;1;0
P2138;0;1;1;0
P2139;0;1;1;0
P2140;0;1;1;0
P2141;0;1;1;0
P2142;0;1;1;0
P2143;0;1;1;0
P2144;0;1;1;0
P2145;0;1;1;0
P2146;0;1;1;0
P2147;0;1;1;0
P2148;0;1;1;0
P2149;0;1;1;0
P2150;0;1;1;0
P2151;0;1;1;0
P2152;0;1;1;0
P2153;0;1;1;0
P2154;0;1;1;0
P2155;0;1;1;0
P2156;0;1;1;0
P2157;0;1;1;0
P2158;0;1;1;0
P2159;0;1;1;0
P2160;0;1;1;0
P2161;0;1;1;0
P2162;0;1;1;0
P2163;0;1;1;0
P2164;0;1;1;0
P2165;0;1;1;0
P2166;0;1;1;0
P2167;0;1;1;0
P2168;0;1;1;0
P2169;0;1;1;0
P2170;0;1;1;0
P2171;0;1;1;0
P2172;0;1;1;0
P2173;0;1;1;0
P2174;0;1;1;0
P2175;0;1;1;0
P2176;0;1;1;0
P2177;0;1;1;0
P2178;0;1;1;0
P2179;0;1;0;1
P2180;0;1;0;1
P2181;0;1;0;1
P2182;0;1;0;1
P2183;0;1;0;1
P2184;0;1;0;1
P2185;0;1;0;1
P2186;0;1;0;1
P2187;0;1;0;1
P2188;0;1;0;1
P2189;0;1;0;1
P2190;0;1;0;1
P2191;0;1;0;1
P2192;0;1;0;1
P2193;0;1;0;1
P2194;0;1;0;1
P2195;0;1;0;1
P2196;0;1;0;1
P2197;0;1;0;1
P2198;0;1;0;1
P2199;0;1;0;0
P2200;0;1;0;0
P2201;0;1;0;0
